Дата,Ссылка на пост,Ссылка на пользователя
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id168193318
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id128139420
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id69467961
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id22796723
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id71217214
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id226451466
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id57043463
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id350470047
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id8535654
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id15968561
2017-10-05,https://vk.com/ntv_plus?w=wall-49381792_7360,https://vk.com/id9850745
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id375264508
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id143803913
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id129709
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id423516834
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id385160849
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id168193318
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id350470047
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7354,https://vk.com/id15968561
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id383722650
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id440345098
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id278171655
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id334021284
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id399539141
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id299325247
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id327316431
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id314534800
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id344217563
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id299319043
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id380069179
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id151084667
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id13774485
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id449226871
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id372096334
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id283800310
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id345384193
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id215833145
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id408715176
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id233988954
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id395178351
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id276594710
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id315636219
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id321620855
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id334861462
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id326158038
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id152418792
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id449894214
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id279726419
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id321006351
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id278164360
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id259536480
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id340457918
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id157841684
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id97721748
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id362703426
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id207227216
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id348106643
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id233176402
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id407874843
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id323426660
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id444539374
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id170289766
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id396371912
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id360650838
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id218316157
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id295274985
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id261671538
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id288298655
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id69173173
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id342661614
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id349527210
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id89720491
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id286007121
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id377209043
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id449837216
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id284711107
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id320852199
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id426433360
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id259431604
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id311503925
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id106827012
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id435332496
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id241340030
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id249132818
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id234076621
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id143256766
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id415461177
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id239575898
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id233064156
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id256562790
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id402791644
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id435554006
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id250188484
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id247775693
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id362751776
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id353061250
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id350031792
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id179875910
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id442137802
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id31316975
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id193252029
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id309834042
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id448630934
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id428402318
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id216552651
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id408042689
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id202840158
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id336266364
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id304444088
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id374456833
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id193969576
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id405843086
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id395846581
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id385515234
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id257126477
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id55219739
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id247619292
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id197542267
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id406994284
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id285823858
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id281772073
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id424281000
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id223614690
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id227976894
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id216808543
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id429724851
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id447518460
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id430115595
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id269327282
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id306214579
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id348033381
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id347845698
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id222427894
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id249900349
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id205795055
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id271315485
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id27617022
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id420356161
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id205683639
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id250489481
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id3303992
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id3321533
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id3367231
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id4066328
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id7103286
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id7276876
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id8330990
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id8501721
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id8772305
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id9185684
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id9671527
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id10670117
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id13013649
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id13525430
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id13802787
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id13895900
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id14369030
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id15968561
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id17565387
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id18733320
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id21451304
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id22088237
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id23371035
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id26111875
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id26281062
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id26529346
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id26532231
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id26939129
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id28159891
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id28479829
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id29247213
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id29531146
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id30520753
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id33730984
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id35174650
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id35299126
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id37370243
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id43766913
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id49721444
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id50182758
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id53318020
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id53487044
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id56784586
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id57624978
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id58150940
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id67158815
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id70268783
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id71040482
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id72367445
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id73215998
2017-10-04,https://vk.com/ntv_plus?w=wall-49381792_7347,https://vk.com/id74328111
